Call Id,Agent,Date,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating
ID0814,Joe,2021-01-14,17:32:38,Contract related,Y,Y,78.0,1.55,2.0
ID0815,Becky,2021-01-14,17:32:38,Streaming,Y,Y,17.0,2.55,1.0
ID0816,Diane,2021-01-14,17:32:38,Streaming,Y,Y,60.0,4.22,4.0
ID0817,Jim,2021-01-15,9:40:19,Contract related,Y,Y,76.0,1.78,3.0
ID0818,Greg,2021-01-15,9:40:19,Contract related,Y,Y,80.0,4.03,4.0
ID0819,Greg,2021-01-15,9:40:19,Admin Support,Y,N,20.0,5.62,4.0
ID0820,Becky,2021-01-15,9:40:19,Admin Support,Y,Y,82.0,6.37,3.0
ID0821,Stewart,2021-01-15,9:50:24,Technical Support,Y,Y,33.0,5.87,3.0
ID0822,Stewart,2021-01-15,9:50:24,Admin Support,Y,Y,93.0,1.93,3.0
ID0823,Diane,2021-01-15,10:56:38,Streaming,Y,Y,29.0,3.0,4.0
ID0824,Martha,2021-01-15,10:56:38,Admin Support,Y,Y,83.0,6.88,4.0
ID0825,Stewart,2021-01-15,11:31:12,Payment related,Y,Y,113.0,2.02,4.0
ID0826,Stewart,2021-01-15,11:31:12,Admin Support,Y,Y,21.0,3.43,4.0
ID0827,Becky,2021-01-15,11:38:24,Admin Support,Y,N,82.0,2.67,4.0
ID0828,Diane,2021-01-15,11:38:24,Streaming,Y,Y,91.0,3.78,3.0
ID0829,Dan,2021-01-15,11:45:36,Technical Support,Y,Y,111.0,0.67,4.0
ID0830,Martha,2021-01-15,11:45:36,Admin Support,Y,Y,70.0,5.22,4.0
ID0831,Dan,2021-01-15,13:46:34,Technical Support,N,N,67.52072027627035,3.748791317217563,3.0
ID0832,Joe,2021-01-15,13:46:34,Streaming,Y,Y,58.0,4.32,4.0
ID0833,Jim,2021-01-15,13:53:46,Streaming,Y,Y,10.0,5.45,4.0
ID0834,Becky,2021-01-15,13:53:46,Payment related,Y,Y,77.0,3.0,1.0
ID0835,Diane,2021-01-15,14:08:10,Streaming,Y,Y,92.0,3.98,4.0
ID0836,Jim,2021-01-15,14:08:10,Admin Support,Y,Y,59.0,2.15,1.0
ID0837,Diane,2021-01-15,14:13:55,Admin Support,Y,Y,42.0,4.32,2.0
ID0838,Greg,2021-01-15,14:13:55,Payment related,Y,Y,110.0,4.53,3.0
ID0839,Jim,2021-01-15,15:01:26,Contract related,Y,Y,21.0,1.53,5.0
ID0840,Diane,2021-01-15,15:01:26,Payment related,N,N,67.52072027627035,3.748791317217563,3.0
ID0841,Diane,2021-01-15,15:21:36,Technical Support,Y,N,60.0,3.47,4.0
ID0842,Greg,2021-01-15,15:21:36,Payment related,Y,Y,93.0,2.42,2.0
ID0843,Greg,2021-01-15,15:30:14,Contract related,N,N,67.52072027627035,3.748791317217563,3.0
ID0844,Diane,2021-01-15,15:30:14,Streaming,Y,Y,79.0,6.2,3.0
ID0845,Diane,2021-01-15,15:46:05,Technical Support,Y,Y,21.0,5.95,5.0
ID0846,Stewart,2021-01-15,15:46:05,Contract related,Y,Y,102.0,2.77,5.0
ID0847,Joe,2021-01-15,16:06:14,Payment related,Y,N,10.0,1.3,5.0
ID0848,Stewart,2021-01-15,16:06:14,Technical Support,Y,Y,117.0,0.68,4.0
ID0849,Becky,2021-01-15,16:37:55,Contract related,Y,Y,45.0,6.88,3.0
ID0850,Greg,2021-01-15,16:37:55,Admin Support,Y,N,50.0,1.02,3.0
ID0851,Becky,2021-01-15,16:40:48,Admin Support,Y,Y,42.0,2.8,3.0
ID0852,Jim,2021-01-15,16:40:48,Contract related,Y,Y,86.0,6.05,3.0
ID0853,Jim,2021-01-15,16:43:41,Contract related,Y,Y,92.0,4.72,5.0
ID0854,Diane,2021-01-15,16:43:41,Streaming,Y,Y,54.0,5.65,5.0
ID0855,Dan,2021-01-15,17:21:07,Streaming,Y,Y,76.0,6.58,3.0
ID0856,Greg,2021-01-15,17:21:07,Admin Support,Y,Y,49.0,1.98,5.0
ID0857,Joe,2021-01-15,17:38:24,Contract related,Y,Y,13.0,4.83,3.0
ID0858,Becky,2021-01-15,17:38:24,Payment related,N,N,67.52072027627035,3.748791317217563,3.0
ID0859,Becky,2021-01-15,17:41:17,Streaming,Y,Y,24.0,5.5,5.0
ID0860,Becky,2021-01-15,17:41:17,Streaming,Y,Y,71.0,2.65,3.0
ID0861,Stewart,2021-01-15,18:00:00,Admin Support,Y,Y,42.0,6.22,3.0
ID0862,Becky,2021-01-15,18:00:00,Streaming,Y,Y,63.0,5.42,1.0
ID0863,Becky,2021-01-16,9:00:00,Technical Support,Y,N,19.0,0.6,5.0
ID0864,Dan,2021-01-16,9:00:00,Streaming,Y,Y,107.0,5.18,1.0
ID0865,Dan,2021-01-16,10:20:38,Technical Support,N,N,67.52072027627035,3.748791317217563,3.0
ID0866,Martha,2021-01-16,10:20:38,Admin Support,Y,Y,85.0,5.35,4.0
ID0867,Diane,2021-01-16,10:30:43,Technical Support,Y,Y,15.0,1.15,2.0
ID0868,Becky,2021-01-16,10:30:43,Technical Support,Y,Y,111.0,6.75,5.0
ID0869,Diane,2021-01-16,10:52:19,Contract related,Y,Y,23.0,1.02,4.0
ID0870,Dan,2021-01-16,10:52:19,Payment related,Y,Y,115.0,0.6,3.0
ID0871,Jim,2021-01-16,11:08:10,Technical Support,Y,Y,83.0,0.87,3.0
ID0872,Greg,2021-01-16,11:08:10,Admin Support,N,N,67.52072027627035,3.748791317217563,3.0
ID0873,Becky,2021-01-16,12:14:24,Streaming,N,N,67.52072027627035,3.748791317217563,3.0
ID0874,Greg,2021-01-16,12:14:24,Technical Support,Y,Y,50.0,6.48,3.0
ID0875,Becky,2021-01-16,12:28:48,Payment related,Y,Y,19.0,1.38,3.0
ID0876,Diane,2021-01-16,12:28:48,Contract related,Y,N,107.0,3.6,4.0
ID0877,Joe,2021-01-16,12:44:38,Admin Support,Y,N,121.0,3.82,3.0
ID0878,Dan,2021-01-16,12:44:38,Payment related,Y,Y,55.0,5.12,3.0
ID0879,Becky,2021-01-16,12:56:10,Streaming,Y,Y,92.0,1.32,2.0
ID0880,Stewart,2021-01-16,12:56:10,Admin Support,Y,N,24.0,5.8,3.0
ID0881,Martha,2021-01-16,13:03:22,Technical Support,N,N,67.52072027627035,3.748791317217563,3.0
ID0882,Jim,2021-01-16,13:03:22,Streaming,Y,Y,58.0,2.3,5.0
ID0883,Dan,2021-01-16,13:35:02,Technical Support,N,N,67.52072027627035,3.748791317217563,3.0
ID0884,Stewart,2021-01-16,13:35:02,Payment related,N,N,67.52072027627035,3.748791317217563,3.0
ID0885,Greg,2021-01-16,13:36:29,Streaming,Y,Y,28.0,6.92,4.0
ID0886,Joe,2021-01-16,13:36:29,Technical Support,Y,Y,30.0,6.82,4.0
ID0887,Greg,2021-01-16,14:02:24,Admin Support,Y,Y,84.0,2.7,3.0
ID0888,Jim,2021-01-16,14:02:24,Technical Support,Y,Y,78.0,4.95,2.0
ID0889,Jim,2021-01-16,14:11:02,Admin Support,Y,Y,122.0,1.08,3.0
ID0890,Diane,2021-01-16,14:11:02,Contract related,Y,Y,26.0,1.18,1.0
ID0891,Jim,2021-01-16,14:25:26,Technical Support,Y,Y,95.0,0.95,3.0
ID0892,Stewart,2021-01-16,14:25:26,Technical Support,Y,Y,45.0,1.8,4.0
ID0893,Diane,2021-01-16,14:39:50,Technical Support,N,N,67.52072027627035,3.748791317217563,3.0
ID0894,Diane,2021-01-16,14:39:50,Contract related,N,N,67.52072027627035,3.748791317217563,3.0
ID0895,Dan,2021-01-16,14:49:55,Streaming,Y,N,76.0,6.67,3.0
ID0896,Martha,2021-01-16,14:49:55,Streaming,Y,N,97.0,1.6,4.0
ID0897,Stewart,2021-01-16,15:24:29,Technical Support,N,N,67.52072027627035,3.748791317217563,3.0
ID0898,Stewart,2021-01-16,15:24:29,Contract related,Y,Y,22.0,2.95,3.0
ID0899,Becky,2021-01-16,15:30:14,Streaming,Y,N,55.0,0.87,3.0
ID0900,Joe,2021-01-16,15:30:14,Payment related,Y,N,64.0,1.13,4.0
ID0901,Greg,2021-01-16,15:47:31,Streaming,Y,Y,87.0,1.22,3.0
ID0902,Stewart,2021-01-16,15:47:31,Technical Support,N,N,67.52072027627035,3.748791317217563,3.0
ID0903,Martha,2021-01-16,15:53:17,Streaming,Y,Y,79.0,4.0,4.0
ID0904,Becky,2021-01-16,15:53:17,Contract related,Y,Y,33.0,5.03,4.0
ID0905,Joe,2021-01-16,16:35:02,Technical Support,Y,Y,114.0,5.37,4.0
ID0906,Stewart,2021-01-16,16:35:02,Technical Support,Y,Y,112.0,0.9,5.0
ID0907,Becky,2021-01-16,16:36:29,Technical Support,Y,Y,61.0,6.23,3.0
ID0908,Jim,2021-01-16,16:36:29,Technical Support,N,N,67.52072027627035,3.748791317217563,3.0
ID0909,Jim,2021-01-16,16:52:19,Payment related,Y,N,58.0,4.52,2.0
ID0910,Becky,2021-01-16,16:52:19,Streaming,Y,Y,13.0,2.08,3.0
ID0911,Stewart,2021-01-16,17:42:43,Contract related,Y,Y,36.0,3.97,4.0
ID0912,Greg,2021-01-16,17:42:43,Contract related,Y,Y,48.0,3.63,3.0
ID0913,Stewart,2021-01-16,17:57:07,Payment related,Y,Y,99.0,0.55,5.0
ID0914,Joe,2021-01-16,17:57:07,Technical Support,Y,Y,78.0,1.78,3.0
ID0915,Greg,2021-01-16,17:58:34,Streaming,Y,Y,82.0,2.87,4.0
ID0916,Becky,2021-01-16,17:58:34,Admin Support,N,N,67.52072027627035,3.748791317217563,3.0
ID0917,Stewart,2021-01-16,18:00:00,Streaming,Y,Y,19.0,1.72,5.0
ID0918,Becky,2021-01-16,18:00:00,Streaming,Y,Y,34.0,6.75,4.0
ID0919,Becky,2021-01-17,9:51:50,Technical Support,Y,Y,89.0,3.18,3.0
ID0920,Martha,2021-01-17,9:51:50,Contract related,Y,Y,116.0,6.3,4.0
ID0921,Martha,2021-01-17,10:32:10,Streaming,Y,Y,88.0,4.05,4.0
ID0922,Stewart,2021-01-17,10:32:10,Streaming,Y,Y,15.0,3.07,3.0
ID0923,Martha,2021-01-17,11:42:43,Contract related,Y,Y,59.0,2.28,5.0
ID0924,Greg,2021-01-17,11:42:43,Contract related,N,N,67.52072027627035,3.748791317217563,3.0
ID0925,Martha,2021-01-17,11:42:43,Contract related,Y,Y,125.0,3.15,2.0
ID0926,Greg,2021-01-17,11:42:43,Streaming,Y,Y,88.0,4.1,4.0
ID0927,Jim,2021-01-17,11:45:36,Streaming,Y,Y,20.0,4.65,5.0
ID0928,Stewart,2021-01-17,11:45:36,Contract related,Y,Y,64.0,5.77,3.0
ID0929,Jim,2021-01-17,12:38:53,Streaming,N,N,67.52072027627035,3.748791317217563,3.0
ID0930,Stewart,2021-01-17,12:38:53,Admin Support,Y,Y,111.0,2.32,5.0
ID0931,Joe,2021-01-17,12:44:38,Admin Support,N,N,67.52072027627035,3.748791317217563,3.0
ID0932,Jim,2021-01-17,12:44:38,Technical Support,N,N,67.52072027627035,3.748791317217563,3.0
ID0933,Joe,2021-01-17,13:29:17,Technical Support,Y,Y,40.0,3.02,4.0
ID0934,Martha,2021-01-17,13:29:17,Technical Support,Y,Y,35.0,3.12,2.0
ID0935,Martha,2021-01-17,13:30:43,Contract related,Y,Y,106.0,2.78,5.0
ID0936,Diane,2021-01-17,13:30:43,Payment related,Y,Y,97.0,2.65,2.0
ID0937,Diane,2021-01-17,13:36:29,Contract related,Y,Y,67.0,1.85,3.0
ID0938,Stewart,2021-01-17,13:36:29,Contract related,Y,Y,98.0,1.27,5.0
ID0939,Joe,2021-01-17,13:53:46,Contract related,Y,Y,120.0,2.33,4.0
ID0940,Becky,2021-01-17,13:53:46,Technical Support,Y,Y,91.0,0.75,5.0
ID0941,Martha,2021-01-17,14:00:58,Payment related,Y,Y,22.0,4.88,5.0
ID0942,Diane,2021-01-17,14:00:58,Streaming,Y,N,113.0,2.75,2.0
ID0943,Diane,2021-01-17,14:18:14,Streaming,N,N,67.52072027627035,3.748791317217563,3.0
ID0944,Jim,2021-01-17,14:18:14,Payment related,Y,Y,60.0,1.97,4.0
ID0945,Diane,2021-01-17,14:28:19,Payment related,Y,Y,97.0,2.58,5.0
ID0946,Becky,2021-01-17,14:28:19,Streaming,Y,Y,118.0,0.87,4.0
ID0947,Dan,2021-01-17,14:31:12,Technical Support,Y,Y,19.0,1.35,5.0
ID0948,Stewart,2021-01-17,14:31:12,Contract related,N,N,67.52072027627035,3.748791317217563,3.0
ID0949,Greg,2021-01-17,15:00:00,Streaming,N,N,67.52072027627035,3.748791317217563,3.0
ID0950,Dan,2021-01-17,15:00:00,Streaming,Y,Y,124.0,6.3,4.0
ID0951,Dan,2021-01-17,15:01:26,Payment related,Y,Y,53.0,5.18,2.0
ID0952,Diane,2021-01-17,15:01:26,Admin Support,Y,Y,61.0,0.63,5.0
ID0953,Joe,2021-01-17,15:21:36,Contract related,Y,Y,18.0,0.77,1.0
ID0954,Greg,2021-01-17,15:21:36,Admin Support,Y,Y,80.0,1.27,3.0
ID0955,Stewart,2021-01-17,16:22:05,Technical Support,Y,Y,47.0,4.13,4.0
ID0956,Stewart,2021-01-17,16:22:05,Payment related,Y,Y,101.0,5.33,2.0
ID0957,Joe,2021-01-17,16:24:58,Streaming,Y,Y,71.0,5.67,3.0
ID0958,Martha,2021-01-17,16:24:58,Technical Support,Y,Y,44.0,4.12,4.0
ID0959,Becky,2021-01-17,16:29:17,Payment related,Y,Y,14.0,3.0,4.0
ID0960,Martha,2021-01-17,16:29:17,Payment related,N,N,67.52072027627035,3.748791317217563,3.0
ID0961,Jim,2021-01-17,17:06:43,Contract related,Y,Y,44.0,2.67,2.0
ID0962,Diane,2021-01-17,17:06:43,Admin Support,Y,Y,97.0,6.77,4.0
ID0963,Becky,2021-01-17,17:16:48,Streaming,N,N,67.52072027627035,3.748791317217563,3.0
ID0964,Diane,2021-01-17,17:16:48,Admin Support,Y,N,91.0,4.15,3.0
ID0965,Dan,2021-01-17,17:21:07,Payment related,Y,Y,48.0,3.22,3.0
ID0966,Greg,2021-01-17,17:21:07,Contract related,Y,Y,45.0,1.65,3.0
ID0967,Becky,2021-01-17,17:54:14,Admin Support,Y,Y,60.0,2.0,5.0
ID0968,Jim,2021-01-17,17:54:14,Streaming,Y,Y,85.0,5.53,4.0
ID0969,Joe,2021-01-18,9:24:29,Admin Support,Y,Y,53.0,6.1,4.0
ID0970,Greg,2021-01-18,9:24:29,Contract related,Y,N,27.0,6.23,5.0
ID0971,Joe,2021-01-18,9:24:29,Admin Support,Y,Y,30.0,4.05,3.0
ID0972,Dan,2021-01-18,9:24:29,Contract related,N,N,67.52072027627035,3.748791317217563,3.0
ID0973,Jim,2021-01-18,9:31:41,Admin Support,Y,Y,113.0,3.02,5.0
ID0974,Jim,2021-01-18,9:31:41,Technical Support,N,N,67.52072027627035,3.748791317217563,3.0
ID0975,Diane,2021-01-18,9:36:00,Admin Support,N,N,67.52072027627035,3.748791317217563,3.0
ID0976,Jim,2021-01-18,9:36:00,Streaming,Y,Y,80.0,6.95,4.0
ID0977,Stewart,2021-01-18,10:16:19,Contract related,Y,Y,45.0,7.0,5.0
ID0978,Joe,2021-01-18,10:16:19,Admin Support,Y,Y,95.0,2.27,1.0
ID0979,Martha,2021-01-18,11:28:19,Streaming,N,N,67.52072027627035,3.748791317217563,3.0
ID0980,Dan,2021-01-18,11:28:19,Payment related,Y,Y,33.0,1.47,3.0
ID0981,Stewart,2021-01-18,11:47:02,Payment related,N,N,67.52072027627035,3.748791317217563,3.0
ID0982,Jim,2021-01-18,11:47:02,Streaming,Y,Y,90.0,6.78,3.0
ID0983,Greg,2021-01-18,11:51:22,Payment related,Y,Y,90.0,2.23,3.0
ID0984,Jim,2021-01-18,11:51:22,Streaming,Y,N,57.0,4.17,1.0
ID0985,Becky,2021-01-18,11:55:41,Admin Support,Y,Y,123.0,5.83,2.0
ID0986,Diane,2021-01-18,11:55:41,Admin Support,Y,Y,39.0,6.85,4.0
ID0987,Greg,2021-01-18,11:57:07,Technical Support,Y,N,38.0,2.27,5.0
ID0988,Diane,2021-01-18,11:57:07,Streaming,Y,Y,26.0,1.58,1.0
ID0989,Diane,2021-01-18,11:58:34,Contract related,Y,Y,43.0,2.57,3.0
ID0990,Jim,2021-01-18,11:58:34,Streaming,Y,Y,89.0,5.88,3.0
ID0991,Jim,2021-01-18,12:00:00,Contract related,Y,Y,121.0,5.4,3.0
ID0992,Jim,2021-01-18,12:00:00,Payment related,Y,Y,114.0,3.17,4.0
ID0993,Stewart,2021-01-18,12:34:34,Contract related,N,N,67.52072027627035,3.748791317217563,3.0
ID0994,Dan,2021-01-18,12:34:34,Technical Support,N,N,67.52072027627035,3.748791317217563,3.0
ID0995,Becky,2021-01-18,12:37:26,Streaming,N,N,67.52072027627035,3.748791317217563,3.0
ID0996,Becky,2021-01-18,12:37:26,Admin Support,Y,N,101.0,4.6,3.0
ID0997,Joe,2021-01-18,12:38:53,Payment related,Y,Y,87.0,5.32,4.0
ID0998,Greg,2021-01-18,12:38:53,Admin Support,Y,Y,22.0,6.03,5.0
ID0999,Stewart,2021-01-18,12:41:46,Streaming,Y,Y,19.0,3.95,2.0
ID1000,Becky,2021-01-18,12:41:46,Admin Support,Y,Y,31.0,2.5,4.0
ID1001,Martha,2021-01-18,12:48:58,Payment related,Y,Y,24.0,6.05,4.0
ID1002,Dan,2021-01-18,12:48:58,Payment related,Y,N,94.0,4.7,4.0
ID1003,Dan,2021-01-18,13:10:34,Streaming,Y,Y,79.0,0.78,4.0
ID1004,Jim,2021-01-18,13:10:34,Technical Support,N,N,67.52072027627035,3.748791317217563,3.0
ID1005,Martha,2021-01-18,13:10:34,Admin Support,Y,Y,87.0,4.67,4.0
ID1006,Dan,2021-01-18,13:10:34,Contract related,Y,N,65.0,6.07,4.0
ID1007,Martha,2021-01-18,14:58:34,Contract related,Y,Y,36.0,4.38,3.0
ID1008,Joe,2021-01-18,14:58:34,Technical Support,N,N,67.52072027627035,3.748791317217563,3.0
ID1009,Stewart,2021-01-18,15:18:43,Streaming,Y,Y,33.0,2.27,4.0
ID1010,Becky,2021-01-18,15:18:43,Contract related,N,N,67.52072027627035,3.748791317217563,3.0
ID1011,Jim,2021-01-18,15:50:24,Admin Support,N,N,67.52072027627035,3.748791317217563,3.0
ID1012,Greg,2021-01-18,15:50:24,Streaming,Y,Y,24.0,3.25,5.0
ID1013,Stewart,2021-01-18,16:12:00,Admin Support,Y,Y,32.0,3.67,5.0
ID1014,Joe,2021-01-18,16:12:00,Contract related,Y,N,24.0,3.77,4.0
ID1015,Stewart,2021-01-18,16:49:26,Technical Support,Y,Y,96.0,5.48,5.0
ID1016,Joe,2021-01-18,16:49:26,Technical Support,Y,Y,45.0,2.08,5.0
ID1017,Jim,2021-01-18,17:13:55,Admin Support,Y,Y,16.0,5.15,1.0
ID1018,Greg,2021-01-18,17:13:55,Technical Support,Y,Y,75.0,6.93,5.0
ID1019,Joe,2021-01-18,17:18:14,Contract related,Y,Y,71.0,0.62,3.0
ID1020,Stewart,2021-01-18,17:18:14,Technical Support,Y,Y,47.0,2.28,3.0
ID1021,Stewart,2021-01-18,17:18:14,Admin Support,Y,Y,54.0,4.8,3.0
ID1022,Becky,2021-01-18,17:18:14,Payment related,Y,Y,101.0,4.48,4.0
ID1023,Martha,2021-01-18,17:25:26,Streaming,Y,Y,46.0,2.12,3.0
ID1024,Becky,2021-01-18,17:25:26,Technical Support,Y,Y,45.0,6.92,3.0
ID1025,Martha,2021-01-18,17:26:53,Technical Support,Y,Y,45.0,5.42,4.0
ID1026,Jim,2021-01-18,17:26:53,Admin Support,Y,Y,30.0,4.97,5.0
ID1027,Greg,2021-01-18,17:42:43,Technical Support,Y,Y,105.0,4.9,4.0
ID1028,Jim,2021-01-18,17:42:43,Payment related,Y,Y,102.0,4.9,4.0
ID1029,Greg,2021-01-18,17:55:41,Payment related,Y,Y,46.0,5.02,3.0
ID1030,Stewart,2021-01-18,17:55:41,Admin Support,Y,Y,11.0,0.87,1.0
ID1031,Dan,2021-01-19,9:02:53,Payment related,Y,Y,125.0,6.05,3.0
ID1032,Stewart,2021-01-19,9:02:53,Admin Support,Y,Y,112.0,1.88,3.0
ID1033,Becky,2021-01-19,9:15:50,Technical Support,Y,Y,14.0,1.93,3.0
ID1034,Joe,2021-01-19,9:15:50,Contract related,Y,N,10.0,4.72,4.0
ID1035,Martha,2021-01-19,9:18:43,Contract related,Y,Y,60.0,0.53,3.0
ID1036,Diane,2021-01-19,9:18:43,Streaming,Y,Y,59.0,5.03,5.0
ID1037,Stewart,2021-01-19,9:36:00,Technical Support,Y,Y,87.0,3.72,5.0
ID1038,Martha,2021-01-19,9:36:00,Contract related,Y,Y,111.0,3.1,5.0
ID1039,Joe,2021-01-19,9:44:38,Contract related,N,N,67.52072027627035,3.748791317217563,3.0
ID1040,Becky,2021-01-19,9:44:38,Payment related,Y,Y,10.0,3.18,2.0
ID1041,Joe,2021-01-19,10:13:26,Technical Support,N,N,67.52072027627035,3.748791317217563,3.0
ID1042,Joe,2021-01-19,10:13:26,Streaming,N,N,67.52072027627035,3.748791317217563,3.0
ID1043,Greg,2021-01-19,10:19:12,Payment related,Y,Y,116.0,5.8,5.0
ID1044,Diane,2021-01-19,10:19:12,Admin Support,Y,N,89.0,3.33,3.0
ID1045,Becky,2021-01-19,10:33:36,Contract related,N,N,67.52072027627035,3.748791317217563,3.0
ID1046,Joe,2021-01-19,10:33:36,Contract related,Y,N,106.0,3.87,4.0
ID1047,Stewart,2021-01-19,10:52:19,Streaming,N,N,67.52072027627035,3.748791317217563,3.0
ID1048,Martha,2021-01-19,10:52:19,Streaming,Y,Y,81.0,1.45,4.0
ID1049,Dan,2021-01-19,11:25:26,Contract related,N,N,67.52072027627035,3.748791317217563,3.0
ID1050,Jim,2021-01-19,11:25:26,Admin Support,Y,Y,96.0,5.65,5.0
ID1051,Jim,2021-01-19,11:44:10,Payment related,Y,Y,64.0,6.1,5.0
ID1052,Jim,2021-01-19,11:44:10,Contract related,Y,N,79.0,6.82,1.0
ID1053,Jim,2021-01-19,11:55:41,Payment related,Y,Y,98.0,2.38,1.0
ID1054,Joe,2021-01-19,11:55:41,Admin Support,Y,Y,91.0,4.0,5.0
ID1055,Martha,2021-01-19,12:28:48,Streaming,N,N,67.52072027627035,3.748791317217563,3.0
ID1056,Stewart,2021-01-19,12:28:48,Contract related,Y,Y,84.0,6.73,2.0
ID1057,Joe,2021-01-19,12:40:19,Technical Support,Y,Y,47.0,5.97,5.0
ID1058,Martha,2021-01-19,12:40:19,Payment related,Y,Y,42.0,2.1,5.0
ID1059,Dan,2021-01-19,12:59:02,Streaming,Y,N,45.0,3.73,4.0
ID1060,Dan,2021-01-19,12:59:02,Technical Support,N,N,67.52072027627035,3.748791317217563,3.0
ID1061,Jim,2021-01-19,13:14:53,Payment related,Y,Y,19.0,1.6,5.0
ID1062,Greg,2021-01-19,13:14:53,Contract related,Y,Y,114.0,1.42,3.0
ID1063,Jim,2021-01-19,13:22:05,Admin Support,Y,Y,94.0,0.95,5.0
ID1064,Dan,2021-01-19,13:22:05,Payment related,N,N,67.52072027627035,3.748791317217563,3.0
ID1065,Diane,2021-01-19,13:26:24,Streaming,Y,Y,99.0,2.27,5.0
ID1066,Diane,2021-01-19,13:26:24,Streaming,Y,Y,23.0,4.53,4.0
ID1067,Greg,2021-01-19,13:36:29,Technical Support,N,N,67.52072027627035,3.748791317217563,3.0
ID1068,Dan,2021-01-19,13:36:29,Admin Support,Y,Y,80.0,4.87,5.0
ID1069,Stewart,2021-01-19,13:37:55,Payment related,Y,Y,18.0,5.32,3.0
ID1070,Diane,2021-01-19,13:37:55,Contract related,N,N,67.52072027627035,3.748791317217563,3.0
ID1071,Martha,2021-01-19,13:45:07,Payment related,Y,Y,104.0,3.55,4.0
ID1072,Martha,2021-01-19,13:45:07,Payment related,Y,Y,116.0,5.75,3.0
ID1073,Stewart,2021-01-19,14:22:34,Streaming,Y,Y,44.0,6.15,5.0
ID1074,Joe,2021-01-19,14:22:34,Payment related,Y,Y,91.0,6.72,4.0
ID1075,Greg,2021-01-19,15:00:00,Contract related,N,N,67.52072027627035,3.748791317217563,3.0
ID1076,Martha,2021-01-19,15:00:00,Technical Support,Y,Y,122.0,4.25,3.0
ID1077,Becky,2021-01-19,15:30:14,Streaming,Y,Y,103.0,2.82,3.0
ID1078,Becky,2021-01-19,15:30:14,Technical Support,Y,Y,18.0,2.02,5.0
ID1079,Jim,2021-01-19,15:34:34,Contract related,Y,Y,20.0,2.45,4.0
ID1080,Greg,2021-01-19,15:34:34,Payment related,Y,Y,93.0,1.68,2.0
ID1081,Becky,2021-01-19,15:54:43,Admin Support,N,N,67.52072027627035,3.748791317217563,3.0
ID1082,Joe,2021-01-19,15:54:43,Technical Support,Y,Y,63.0,4.33,4.0
ID1083,Greg,2021-01-19,16:09:07,Contract related,Y,Y,90.0,6.53,4.0
ID1084,Dan,2021-01-19,16:09:07,Contract related,Y,Y,43.0,4.0,4.0
ID1085,Jim,2021-01-19,16:40:48,Contract related,Y,N,105.0,1.83,4.0
ID1086,Joe,2021-01-19,16:40:48,Contract related,Y,Y,59.0,5.17,5.0
ID1087,Joe,2021-01-19,16:56:38,Admin Support,Y,Y,115.0,6.78,4.0
ID1088,Dan,2021-01-19,16:56:38,Payment related,Y,Y,106.0,1.85,4.0
ID1089,Becky,2021-01-19,17:15:22,Streaming,Y,Y,35.0,0.98,3.0
ID1090,Diane,2021-01-19,17:15:22,Contract related,Y,Y,48.0,6.58,4.0
ID1091,Jim,2021-01-19,17:24:00,Contract related,N,N,67.52072027627035,3.748791317217563,3.0
ID1092,Jim,2021-01-19,17:24:00,Technical Support,Y,Y,56.0,6.63,4.0
ID1093,Stewart,2021-01-20,9:05:46,Technical Support,N,N,67.52072027627035,3.748791317217563,3.0
ID1094,Stewart,2021-01-20,9:05:46,Admin Support,Y,Y,99.0,4.65,4.0
ID1095,Joe,2021-01-20,9:46:05,Admin Support,Y,Y,71.0,2.68,3.0
ID1096,Stewart,2021-01-20,9:46:05,Payment related,Y,Y,54.0,4.4,4.0
ID1097,Greg,2021-01-20,9:46:05,Admin Support,N,N,67.52072027627035,3.748791317217563,3.0
ID1098,Dan,2021-01-20,9:46:05,Payment related,N,N,67.52072027627035,3.748791317217563,3.0
ID1099,Jim,2021-01-20,9:46:05,Streaming,Y,Y,54.0,1.43,4.0
ID1100,Joe,2021-01-20,9:46:05,Technical Support,Y,Y,62.0,1.82,2.0
ID1101,Stewart,2021-01-20,10:22:05,Payment related,Y,Y,24.0,4.13,4.0
ID1102,Jim,2021-01-20,10:22:05,Admin Support,Y,Y,94.0,4.17,5.0
ID1103,Becky,2021-01-20,11:24:00,Payment related,Y,Y,43.0,0.93,3.0
ID1104,Martha,2021-01-20,11:24:00,Streaming,N,N,67.52072027627035,3.748791317217563,3.0
ID1105,Joe,2021-01-20,12:00:00,Streaming,Y,Y,58.0,4.23,5.0
ID1106,Greg,2021-01-20,12:00:00,Payment related,Y,Y,15.0,6.58,1.0
ID1107,Becky,2021-01-20,12:07:12,Contract related,Y,Y,102.0,1.27,1.0
ID1108,Greg,2021-01-20,12:07:12,Contract related,Y,Y,40.0,5.37,2.0
ID1109,Diane,2021-01-20,12:27:22,Technical Support,Y,Y,63.0,4.83,2.0
ID1110,Martha,2021-01-20,12:27:22,Streaming,Y,Y,77.0,6.37,4.0
ID1111,Martha,2021-01-20,12:59:02,Technical Support,Y,Y,93.0,5.5,4.0
ID1112,Becky,2021-01-20,12:59:02,Streaming,Y,Y,101.0,3.37,5.0
